emp_no,first_name,last_name,to_date
410594,Yannik,Stille,1999-07-07
410594,Yannik,Stille,9999-01-01
410599,Rajmohan,Janetzko,9999-01-01
410603,Peternela,Melter,1990-12-02
410609,Kannan,Scallan,9999-01-01
410618,Boutros,McConalogue,9999-01-01
410638,Baoqiu,Lieberherr,9999-01-01
410657,Shaunak,Versino,9999-01-01
410660,Chinhyun,Rusmann,9999-01-01
410662,Piyush,Luon,1999-01-11
410662,Piyush,Luon,1995-05-07
410668,Yishay,McDermid,9999-01-01
410669,Chiranjit,Zeilberger,1996-06-07
410685,Sreekrishna,Beetstra,9999-01-01
410698,Nishit,Piazza,9999-01-01
410706,Dhritiman,Dymetman,9999-01-01
410708,Volkmar,Hartvigsen,9999-01-01
410720,Akeno,Pargas,9999-01-01
410720,Akeno,Pargas,2000-02-01
410721,Weiye,Schoegge,9999-01-01
410733,Gill,Passafiume,9999-01-01
410744,Murthy,Papsdorf,9999-01-01
410758,Yoshimitsu,Snyers,9999-01-01
410763,Zhigen,Krohn,9999-01-01
410767,Charlene,Halevi,9999-01-01
410775,Luerbio,Thebaut,9999-01-01
410794,Sangeeta,Cyne,9999-01-01
410795,Kaijung,Plessier,9999-01-01
410798,Fumiyo,Plumb,9999-01-01
410799,Paddy,Bernick,9999-01-01
410799,Paddy,Bernick,2000-09-10
410813,Eckart,Monarch,9999-01-01
410817,Shay,Tasistro,9999-01-01
410824,Satosi,Warwick,9999-01-01
410831,Xiaobin,Baer,1997-02-07
410839,Kwangsub,Tsunoo,1999-03-17
410856,Nishit,Glowinski,9999-01-01
410857,Anestis,Lamba,9999-01-01
410862,Shigenori,Shobatake,1997-08-30
410862,Shigenori,Shobatake,9999-01-01
410866,Fun,Rodite,1995-12-20
410873,Tremaine,Skogmar,2001-02-26
410877,Lunjin,Assaf,1999-10-18
410883,Supot,Peak,9999-01-01
410887,Nagui,Stassinopoulos,9999-01-01
410890,Mads,Gelosh,9999-01-01
410893,Fusako,Schlumberger,9999-01-01
410899,Shuji,Litecky,1996-10-24
410902,Masaki,Perng,9999-01-01
410914,Mang,Schnabel,1993-01-04
410934,Lihong,Asrin,9999-01-01
410936,Shaunak,Christ,9999-01-01
410938,Kensyu,Borstler,9999-01-01
410938,Kensyu,Borstler,1992-04-14
410948,Barun,Engelmann,9999-01-01
410957,Bernd,Malabarba,9999-01-01
410966,Juichirou,Cooman,1992-07-25
410966,Juichirou,Cooman,9999-01-01
410990,Jayesh,Mahnke,9999-01-01
411024,Bowen,Syrzycki,9999-01-01
411030,Slavian,Kulisch,9999-01-01
411036,Florina,Hofstetter,9999-01-01
411041,Aiichiro,Joslin,9999-01-01
411051,Richara,Atrawala,2002-07-29
411055,Pragnesh,Yurek,9999-01-01
411078,Georg,Morton,9999-01-01
411080,Phule,Heinisuo,2001-10-30
411081,Zeydy,Selvestrel,9999-01-01
411081,Zeydy,Selvestrel,1993-12-31
411091,Aloys,Domenig,9999-01-01
411103,Muzhong,Uchoa,9999-01-01
411118,Marla,Aloisi,1988-12-17
411128,Srinidhi,Swist,9999-01-01
411137,Nadjib,Levasseur,9999-01-01
411139,Muneo,Sevcikova,9999-01-01
411149,Mads,Matzke,9999-01-01
411152,Teruyuki,Schahn,9999-01-01
411155,Ult,Kavanagh,9999-01-01
411160,Rafols,Barinka,9999-01-01
411177,Goa,Gien,9999-01-01
411195,Xinan,Hertweck,9999-01-01
411198,Jouni,Socorro,1999-04-09
411198,Jouni,Socorro,1998-11-04
411201,Alselm,Heuter,1994-10-15
411222,Yechezkel,Kakkad,9999-01-01
411234,JoAnne,Sessa,9999-01-01
411238,Yolla,Grandbois,9999-01-01
411238,Yolla,Grandbois,1999-05-28
411252,Gaetan,Stafford,9999-01-01
411254,Lansing,Randi,1989-10-04
411255,George,Lores,9999-01-01
411267,Nalini,Naudin,9999-01-01
411268,Basem,Eppinger,1998-02-21
411270,Constantijn,Ghemri,1992-07-02
411276,Kasturi,Stanfel,1992-01-27
411284,Perry,Lubachevsky,9999-01-01
411290,Turgut,Fabrizio,9999-01-01
411302,George,Negoita,9999-01-01
411317,Kauko,Werthner,9999-01-01
411319,Munenori,Desikan,9999-01-01
411324,Pranjal,Hartvigsen,1988-11-05
411324,Pranjal,Hartvigsen,1988-11-10
411328,Alejandra,Szilard,9999-01-01
411330,Gennady,Akaboshi,9999-01-01
411348,Georgi,Falster,9999-01-01
411359,Mayuko,Gischer,1991-03-02
411377,Arto,Junet,9999-01-01
411378,Remco,Berztiss,9999-01-01
411384,Christoper,Sidou,9999-01-01
411385,Utz,Huhdanpaa,1993-01-27
411390,Masako,Jullig,9999-01-01
411412,Hairong,Schaar,9999-01-01
411423,Mohua,Passafiume,9999-01-01
411423,Mohua,Passafiume,1995-03-08
411424,Uta,Janocha,9999-01-01
411428,Sverrir,Speckmann,1998-05-15
411436,Akeel,Bael,1996-02-06
411437,Zhilian,Kriebel,9999-01-01
411439,Petter,Petereit,9999-01-01
411440,Karlis,Doering,1991-10-26
411447,Brewster,Bernick,9999-01-01
411463,Subhankar,Zallocco,9999-01-01
411482,Shaunak,Petersohn,9999-01-01
411484,Arvin,Bain,9999-01-01
411486,Mohit,Perry,1999-08-21
411492,Seongbae,Wroclawski,9999-01-01
411504,Karsten,Rassart,9999-01-01
411505,Martijn,Ranft,9999-01-01
411512,Mats,Cappelli,9999-01-01
411539,Guangming,Pearson,2002-02-23
411544,Byong,Legleitner,2000-01-09
411544,Byong,Legleitner,9999-01-01
411545,Pranav,Sadowsky,9999-01-01
411555,Giri,Dayang,9999-01-01
411573,Ymte,Casley,9999-01-01
411587,Spyrose,Kambil,9999-01-01
411615,Guther,Karlin,9999-01-01
411616,Bodh,Chinin,1988-12-12
411623,Heon,Peron,9999-01-01
411626,Georg,Angiulli,9999-01-01
411633,Guther,Clemencon,1997-10-22
411643,Kankanahalli,Billawala,9999-01-01
411644,Yonghoan,Collette,9999-01-01
411653,Mani,Parhami,9999-01-01
411654,Shahid,Swick,9999-01-01
411655,Nahum,Valette,9999-01-01
411660,Lansing,Serdy,1994-04-06
411665,Martine,Pepe,9999-01-01
411676,Arie,Kroft,9999-01-01
411684,Mara,Ravishankar,9999-01-01
411696,Arfst,Mateescu,9999-01-01
411715,Ranga,Pileggi,9999-01-01
411719,Fumino,Sambasivam,1985-11-20
411719,Fumino,Sambasivam,9999-01-01
411734,Tse,Krychniak,9999-01-01
411752,Remko,Nitsche,9999-01-01
411759,Prasadram,Biros,9999-01-01
411766,Kinh,Peac,9999-01-01
411767,Patricia,Beeson,9999-01-01
411773,Jouko,Magliocco,2001-09-24
411774,Tremaine,Vitiello,9999-01-01
411784,Leandro,Katalagarianos,9999-01-01
411784,Leandro,Katalagarianos,2002-02-10
411794,Amabile,Kakkar,9999-01-01
411797,Josyula,Bondorf,9999-01-01
411813,Premal,Hammerschmidt,9999-01-01
411820,Nathan,Benantar,9999-01-01
411834,Fusako,Beetstra,9999-01-01
411838,Laurentiu,Jeansoulin,9999-01-01
411848,Kenroku,Cunliffe,9999-01-01
411851,Parke,Deville,9999-01-01
411858,Weiye,Baaz,9999-01-01
411863,Eberhardt,Dratva,9999-01-01
411869,Serenella,Sherertz,9999-01-01
411869,Serenella,Sherertz,2001-08-20
411879,Amstein,Kulisch,9999-01-01
411881,Jiang,Jording,2000-03-31
411882,Youjian,Akazan,9999-01-01
411891,Karsten,Beeson,9999-01-01
411896,Uma,Muhlberg,9999-01-01
411897,Suebskul,Wilharm,9999-01-01
411900,Mari,Wynblatt,9999-01-01
411905,Basim,Cronin,9999-01-01
411908,Leaf,Fadgyas,9999-01-01
411915,Urs,Tzvieli,1987-12-13
411921,Sadun,Buescher,9999-01-01
411928,JiYoung,Bain,9999-01-01
411928,JiYoung,Bain,1999-01-30
411933,Jasminko,Plavsic,1999-04-11
411943,Steen,Neiman,2000-03-07
411946,Youpyo,Lampe,9999-01-01
411948,Eldridge,Rijsenbrij,1996-07-03
411950,Maris,Emmerich,9999-01-01
411962,Tooru,Murillo,9999-01-01
411971,Sugwoo,Magalhaes,9999-01-01
411971,Sugwoo,Magalhaes,2001-07-15
411985,Toshiko,Geffroy,1992-04-26
411990,Luigi,Renear,9999-01-01
411994,Lihong,Czap,9999-01-01
412008,Irene,Bach,9999-01-01
412010,Taegyun,Pietrzykowski,9999-01-01
412012,Mara,Anandan,9999-01-01
412014,Shaowei,Brobst,9999-01-01
412024,Mihalis,Heinisuo,2001-08-14
412041,Shen,Kalefeld,9999-01-01
412043,Sajjan,Androutsos,9999-01-01
412050,Marie,Malabarba,9999-01-01
412052,Rajmohan,Deville,9999-01-01
412070,Khalil,Polajnar,9999-01-01
412072,Bezalel,Rindone,1996-04-07
412072,Bezalel,Rindone,1993-11-08
412081,Tooru,Murthy,9999-01-01
412093,Avishai,Engelmann,9999-01-01
412101,Hauke,Karlin,1996-04-20
412101,Hauke,Karlin,9999-01-01
412105,Teiji,Siksek,9999-01-01
412109,Tadanori,Naumovich,9999-01-01
412118,Emran,Marchesini,9999-01-01
412125,Neelam,Asmuth,9999-01-01
412129,Sanjeeva,Fortenbacher,9999-01-01
412133,Moti,Penttonen,9999-01-01
412136,Caolyn,Reeker,2001-11-28
412141,Arun,Bernick,9999-01-01
412155,Kwok,Hiraishi,9999-01-01
412164,Slavian,Merro,9999-01-01
412166,Vesna,Hitomi,9999-01-01
412167,Margo,Validov,9999-01-01
412183,Gou,Zyda,9999-01-01
412195,Honglan,Cappelletti,9999-01-01
412234,Khalid,Pintelas,1992-02-20
412243,Sarita,Gammage,9999-01-01
412282,Nitsan,Cromarty,9999-01-01
412289,Golgen,Lorcy,1987-08-21
412289,Golgen,Lorcy,9999-01-01
412295,Bezalel,Scharstein,9999-01-01
412303,Sanjai,Kusakari,9999-01-01
412304,Tiina,Khamsi,9999-01-01
412305,Tetsurou,Coombs,2001-12-12
412308,Chiradeep,Zhiwei,1986-08-15
412308,Chiradeep,Zhiwei,9999-01-01
412319,Kazuhito,Ibel,9999-01-01
412323,Nahum,Janocha,1998-06-13
412324,Abdulla,Tokunaga,9999-01-01
412327,Zine,England,9999-01-01
412332,Eirik,Basagni,9999-01-01
412340,Alain,Litecky,9999-01-01
412345,Zeljko,Luef,2000-08-10
412349,Masadi,Rodiger,9999-01-01
412350,Felicidad,Chiola,9999-01-01
412355,Arlette,Nannarelli,1999-01-14
412368,Duangkaew,Garrabrants,9999-01-01
412371,Elzbieta,Delgrossi,9999-01-01
412388,Garnet,Kavvadias,9999-01-01
412393,Phillip,Bernardinello,9999-01-01
412396,Gritta,Lorcy,2001-06-10
412401,Elzbieta,Pietrzykowski,1995-08-12
412403,Mingdong,Angot,9999-01-01
412412,Lijia,Lamba,9999-01-01
412413,Alexius,Hasham,9999-01-01
412431,Ranan,Ghalwash,9999-01-01
412441,Billur,Rassart,9999-01-01
412444,Gio,Fritzsche,9999-01-01
412444,Gio,Fritzsche,2000-06-02
412454,Dmitri,Fraisse,9999-01-01
412459,Iara,Stroustrup,9999-01-01
412464,Rosalie,Zedlitz,2001-12-12
412479,Bangqing,Talmon,9999-01-01
412498,Otmar,Woycyznski,9999-01-01
412516,Lenore,Alameldin,9999-01-01
412520,Moon,Thiran,2000-07-18
412520,Moon,Thiran,9999-01-01
412525,Flemming,Siegrist,9999-01-01
412529,Kayoko,Rotem,9999-01-01
412538,Moto,Zielinski,1999-03-27
412547,Ulises,Facello,9999-01-01
412549,Mari,Journel,1991-11-22
412550,Pramod,Schoegge,9999-01-01
412560,Mari,Barinka,9999-01-01
412563,Petter,Zschoche,1990-05-28
412563,Petter,Zschoche,1996-09-26
412574,Yechiam,Panienski,9999-01-01
412577,Rosita,Ullian,1996-09-30
412592,Takahiro,Luit,9999-01-01
412592,Takahiro,Luit,1996-05-17
412595,Rasikan,Pearson,9999-01-01
412602,Kasidit,Akiyama,9999-01-01
412604,Sasan,Serra,2001-07-26
412605,Gretta,Hiraishi,9999-01-01
412621,Bouchung,Lamparter,9999-01-01
412631,Gian,Tetzlaff,9999-01-01
412641,Aram,Speer,2000-05-12
412644,Gritta,Kropatsch,9999-01-01
412649,Leen,McFarlin,9999-01-01
412655,Yuqun,Gniady,2000-06-05
412655,Yuqun,Gniady,9999-01-01
412656,Gunilla,Zykh,1996-01-09
412660,Leandro,Peral,9999-01-01
412661,Utpal,Melichar,9999-01-01
412667,Kaijung,Mapelli,9999-01-01
412674,Tristan,Chaudhury,1992-03-10
412675,Ortrun,Kobara,9999-01-01
412702,Tran,Parhami,9999-01-01
412704,Gen,Panangaden,1994-11-09
412704,Gen,Panangaden,1991-01-17
412705,Rosella,Rohrbach,9999-01-01
412732,Goetz,Marquardt,9999-01-01
412737,Pantung,Beilner,9999-01-01
412747,Vishv,Cesareni,9999-01-01
412789,Shooichi,Morris,9999-01-01
412795,Poornachandra,Conry,9999-01-01
412800,Goetz,Peha,9999-01-01
412802,Fox,Ghemri,9999-01-01
412804,Aleksandar,Vrecion,1996-04-10
412806,Tianruo,Wynblatt,9999-01-01
412806,Tianruo,Wynblatt,1999-05-02
412817,Niclas,Garnier,9999-01-01
412818,Wonhee,Marchesini,9999-01-01
412828,Utpal,Passafiume,9999-01-01
412836,Huican,Montemayor,9999-01-01
412840,Alexius,Qiwen,1999-07-16
412854,Dung,Zedlitz,1997-01-09
412854,Dung,Zedlitz,1997-03-29
412857,Jacqueline,Marchesini,1997-01-05
412866,Torsten,Lyonns,1989-12-16
412869,Miomir,Chinin,9999-01-01
412871,Yucel,Bazzichi,1999-09-04
412884,Nathan,Selenyi,9999-01-01
412886,Masamitsu,Bala,2000-12-15
412892,Paloma,Kalorkoti,9999-01-01
412904,Murthy,Schach,9999-01-01
412906,Masadi,Heystek,9999-01-01
412912,Dmitry,Rousseau,9999-01-01
412917,Arif,Cannane,1998-03-13
412918,Abdelaziz,Assaf,1989-01-08
412927,Marie,Yemenis,9999-01-01
412942,Gian,Percebois,9999-01-01
412943,Siddarth,Hanabata,9999-01-01
412943,Siddarth,Hanabata,1989-04-02
412949,Falguni,Plotkin,9999-01-01
412950,Garnik,Ouhyoung,9999-01-01
412951,Paris,Barriga,9999-01-01
412953,Frederique,Swist,1994-04-06
412962,Valter,Smailagic,1995-04-02
412974,Conor,Wursthorn,9999-01-01
412980,Mariangiola,Verspoor,9999-01-01
412988,Odysseas,Fendler,9999-01-01
412993,Hsiangchu,Berstel,2000-09-02
412997,Baocai,Samarati,9999-01-01
413001,Nitsan,Monkewich,9999-01-01
413003,Yifei,Heyers,9999-01-01
413020,Luigi,Falby,9999-01-01
413025,Brigham,Marakhovsky,9999-01-01
413032,Iara,Spelt,9999-01-01
413039,Diederik,Vesel,9999-01-01
413052,Martial,England,9999-01-01
413053,Mountaz,Swen,2000-12-19
413062,Jixiang,Grandbois,1997-09-29
413066,Rayond,Neimat,9999-01-01
413067,Monique,Basagni,9999-01-01
413071,Muzhong,Benantar,2001-03-10
413079,Hugh,Clemencon,9999-01-01
413081,Arun,Melichar,1988-08-30
413083,Saeko,Gubsky,9999-01-01
413085,Vatsa,Heering,1991-07-25
413105,Alper,Manderick,1992-02-26
413112,Yongmin,Kroha,9999-01-01
413113,Gita,Morris,1998-01-10
413113,Gita,Morris,1999-04-09
413115,Georgy,Cooke,9999-01-01
413118,Becky,Thiria,9999-01-01
413134,Sachem,Denos,9999-01-01
413140,Vincent,Demian,9999-01-01
413141,Masamitsu,Erdi,1993-11-16
413141,Masamitsu,Erdi,9999-01-01
413144,Changho,Spinelli,9999-01-01
413146,Yifei,Peot,9999-01-01
413154,Patricio,McDermid,9999-01-01
413159,Atreye,Ligten,1999-07-16
413160,Tadanori,Felcyn,9999-01-01
413162,Turgut,Merks,9999-01-01
413166,Koldo,Salverda,9999-01-01
413169,Adin,Kropp,1999-05-01
413169,Adin,Kropp,9999-01-01
413184,Moon,Asmuth,9999-01-01
413186,Patricia,Kugler,9999-01-01
413190,Karlis,Thebaut,1997-11-07
413192,Patricia,Andreotta,1996-03-18
413195,Sachin,Halloran,9999-01-01
413217,Phule,Waschkowski,9999-01-01
413228,Toshimitsu,Luce,1996-09-06
413228,Toshimitsu,Luce,9999-01-01
413245,Remco,Zastre,1997-04-25
413251,Eckart,Radwan,9999-01-01
413253,Alselm,Daescu,9999-01-01
413266,Gonzalo,Baar,9999-01-01
413267,Feiyu,dAstous,1987-12-16
413267,Feiyu,dAstous,1995-06-01
413272,Xianlong,Comellas,9999-01-01
413276,Bikash,Stamatiou,9999-01-01
413278,Utz,Felder,9999-01-01
413283,Sampalli,Bednarek,9999-01-01
413288,Kenton,Ramras,9999-01-01
413295,Eckart,Foong,1996-09-08
413297,Bernt,Schade,9999-01-01
413304,Iara,Cronau,9999-01-01
413333,Martijn,Spell,9999-01-01
413336,Toshimo,Barriga,9999-01-01
413337,Moty,Schaft,9999-01-01
413343,Terresa,Saoudi,1995-07-25
413356,Giri,Mansanne,2001-02-05
413380,Steen,Azumi,9999-01-01
413389,Hyuckchul,Randi,9999-01-01
413393,Remco,Biros,9999-01-01
413396,Arumugam,Ullian,2001-06-06
413396,Arumugam,Ullian,9999-01-01
413400,Almudena,Fendler,9999-01-01
413406,Elrique,Molberg,9999-01-01
413410,Yongmao,Matzen,9999-01-01
413413,Dipayan,Busillo,1993-02-11
413420,Jeong,Lamba,9999-01-01
413427,Kauko,Luce,9999-01-01
413431,Moss,Denis,9999-01-01
413441,Fumiko,Koshiba,9999-01-01
413454,Haldon,Einsfeld,1995-04-17
413454,Haldon,Einsfeld,9999-01-01
413468,Kristina,Czaja,9999-01-01
413469,Jouko,Einsfeld,9999-01-01
413478,Martijn,Kossowski,9999-01-01
413480,Mang,Peac,9999-01-01
413482,Along,Marrakchi,1996-08-10
413496,Naftaly,Acton,9999-01-01
413501,Visit,Hartvigsen,9999-01-01
413502,Masamitsu,Danecki,9999-01-01
413502,Masamitsu,Danecki,1996-09-05
413504,Flemming,Dayana,9999-01-01
413542,Elvis,Hebert,9999-01-01
413544,Arie,Douceur,9999-01-01
413549,Jouko,Henseler,2002-03-10
413566,Teunis,Massonet,1993-09-08
413566,Teunis,Massonet,9999-01-01
413574,Yurij,Kampfer,9999-01-01
413576,Susumu,Luce,2000-01-10
413576,Susumu,Luce,9999-01-01
413583,Sachio,Ritcey,9999-01-01
413594,Shietung,Kakkar,1999-03-26
413594,Shietung,Kakkar,9999-01-01
413598,Boriana,Lunn,9999-01-01
413603,Vincent,Ohori,9999-01-01
413608,Mantis,Serra,9999-01-01
413611,Vasiliy,Granlund,9999-01-01
413624,Rayond,Simmel,9999-01-01
413629,Kasturi,Aingworth,1998-07-17
413631,Yinlin,Kemmerer,1995-12-06
413631,Yinlin,Kemmerer,9999-01-01
413642,Elliott,Bergere,9999-01-01
413644,Hatsukazu,Picht,9999-01-01
413649,Teruyuki,Farrel,1995-10-06
413650,Yuichiro,Koyama,9999-01-01
413665,Tzu,Shumilov,9999-01-01
413668,Kwangyoen,Vuskovic,1995-06-17
413668,Kwangyoen,Vuskovic,9999-01-01
413671,Aral,Moehrke,9999-01-01
413674,Przemyslawa,Plotkin,9999-01-01
413686,Youngkon,Oskamp,9999-01-01
413690,Alejandro,Radwan,9999-01-01
413696,Baoqiu,Sundgren,1990-04-02
413708,Arnould,Krzyzanowski,9999-01-01
413717,Gino,Cusworth,9999-01-01
413719,Shigenori,Orsini,9999-01-01
413725,Shigehito,Kaelbling,1993-07-13
413725,Shigehito,Kaelbling,2000-03-28
413728,Chriss,Hofstetter,1994-04-08
413731,Inderjeet,Underwood,2000-07-26
413739,Ohad,Pouyioutas,9999-01-01
413741,Gill,Remmers,1998-06-14
413755,Serap,Munke,2002-05-02
413755,Serap,Munke,9999-01-01
413767,Yuuichi,Merlo,9999-01-01
413774,Jacqueline,Butterworth,9999-01-01
413775,Kensyu,Heuser,9999-01-01
413775,Kensyu,Heuser,2001-11-26
413791,Jiong,Zaumen,9999-01-01
413797,Tesuya,Perfilyeva,9999-01-01
413801,Francesca,Beeson,9999-01-01
413814,Genevieve,Pulkowski,2001-07-13
413825,Divine,Ertl,9999-01-01
413833,Kannan,Krupka,9999-01-01
413836,Hironobu,Collette,9999-01-01
413846,Nitsan,Chiola,2001-11-14
413855,Marit,Sooriamurthi,9999-01-01
413876,Tianruo,Birrer,9999-01-01
413888,Spyrose,Ranze,9999-01-01
413905,Piyawadee,Gelosh,9999-01-01
413911,Siamak,Karlin,9999-01-01
413914,Rajmohan,Covnot,9999-01-01
413916,Freyja,Luks,9999-01-01
413919,Shushma,Nergos,9999-01-01
413923,Jaihie,Koshino,2002-05-06
413927,Erez,Ressouche,9999-01-01
413928,Adas,Plump,1990-01-28
413930,Gil,Ferriere,9999-01-01
413941,Perla,Beetstra,2000-11-14
413941,Perla,Beetstra,9999-01-01
413955,Ger,Mansanne,9999-01-01
413966,Weiwu,Demian,9999-01-01
413967,Sandeepan,Peyn,1989-04-06
413976,Erez,Kalloufi,9999-01-01
413985,Neelam,Coombs,9999-01-01
413986,Nechama,Rassart,9999-01-01
413988,Elrique,Openshaw,2000-09-19
413988,Elrique,Openshaw,9999-01-01
414006,Hongzue,Mikschl,9999-01-01
414010,Khaled,Ranft,1999-01-24
414012,Ashish,Speckmann,9999-01-01
414032,Taisook,Baba,2001-07-21
414044,Padma,Pillow,9999-01-01
414044,Padma,Pillow,2001-01-18
414054,Yongdong,Suppi,9999-01-01
414086,Van,Marrakchi,9999-01-01
414088,Khun,Marakhovsky,9999-01-01
414097,Piyawadee,Krychniak,9999-01-01
414099,Sadok,Alpin,1995-06-06
414099,Sadok,Alpin,9999-01-01
414129,Kristof,Speer,9999-01-01
414130,Etsuo,Gyimothy,9999-01-01
414131,Taisook,Neiman,9999-01-01
414134,Maja,Molberg,9999-01-01
414134,Maja,Molberg,1996-12-16
414140,Leucio,Vickson,9999-01-01
414142,Xinglin,Chenney,9999-01-01
414147,Jianwen,Matzat,9999-01-01
414155,Doowon,Nitsch,9999-01-01
414163,Sorina,Conte,1996-07-13
414171,Pintsang,Siksek,9999-01-01
414171,Pintsang,Siksek,2000-03-12
414173,Gina,Jonsson,9999-01-01
414177,Hideo,Schrooten,9999-01-01
414180,Kinh,Dengi,2000-03-29
414180,Kinh,Dengi,9999-01-01
414188,Taizo,Juneja,9999-01-01
414191,Arnd,Nanard,2002-03-21
414198,Saniya,Kieras,9999-01-01
414206,Yonghong,Picci,9999-01-01
414208,Mingsen,Steenbeek,9999-01-01
414211,Jaewoo,Pelc,9999-01-01
414218,Shugo,Kusakari,9999-01-01
414220,Marla,Fandrianto,1992-12-05
414220,Marla,Fandrianto,1991-09-30
414228,Abdulla,Maksimenko,1999-06-03
414245,Domenico,Krupka,1999-12-20
414245,Domenico,Krupka,9999-01-01
414246,Amstein,Unno,9999-01-01
414247,Jixiang,Thisen,9999-01-01
414252,Sedat,Pouyioutas,9999-01-01
414255,Mats,Spelt,9999-01-01
414256,Rosalie,Nannarelli,9999-01-01
414261,Mahmut,Guting,9999-01-01
414265,Shigeichiro,Cunliffe,9999-01-01
414269,Jamaludin,Flowers,9999-01-01
414271,Sanjit,Kermarrec,1987-06-11
414282,Cristinel,Uehara,9999-01-01
414286,Remmert,Stiles,9999-01-01
414298,Fai,Macedo,1997-02-27
414298,Fai,Macedo,1999-04-23
414304,Krassimir,Duclos,1987-03-13
414326,Magdalena,Percebois,9999-01-01
414326,Magdalena,Percebois,1996-12-29
414344,Saeko,Lichtman,1989-01-17
414347,Seshu,Baez,9999-01-01
414355,Subhankar,Przulj,9999-01-01
414356,Gurbir,Cooley,9999-01-01
414361,Uzi,Kaelbling,9999-01-01
414371,Pohua,Beznosov,1996-05-09
414378,Malu,Sinicrope,9999-01-01
414380,Zhonghua,Raoux,1992-12-18
414395,Sanjeeva,Pashtan,1993-03-15
414398,Peer,Rosti,2002-03-18
414400,Stella,Dayang,1995-06-29
414409,Boguslaw,Maksimenko,9999-01-01
414421,Shai,Griswold,9999-01-01
414442,Jiafu,Ashish,9999-01-01
414466,Sastry,Chinal,9999-01-01
414468,Josyula,Luga,1997-04-23
414472,Alassane,Roisin,9999-01-01
414475,Caolyn,Marrakchi,1995-09-07
414475,Caolyn,Marrakchi,9999-01-01
414482,Maya,Baalen,9999-01-01
414486,Chinya,Jayawardene,9999-01-01
414492,Emdad,Azevdeo,9999-01-01
414497,Shaowen,Cappello,1987-05-13
414501,Arto,Kobara,9999-01-01
414508,Yonghoan,Rosaz,9999-01-01
414509,Yakkov,Pfau,2001-09-26
414510,Zhonghui,Maksimenko,9999-01-01
414515,Nishit,Reinhard,9999-01-01
414527,Tetsushi,Boudaillier,9999-01-01
414544,Bowen,Alvarado,1999-08-22
414566,Aiman,Khalil,9999-01-01
414588,Mamdouh,Varker,1999-02-02
414593,Masaru,Siegrist,1999-05-25
414601,Mohammed,Kranzdorf,9999-01-01
414604,Pranjal,Snedden,9999-01-01
414608,Pranjal,Undy,9999-01-01
414631,Theirry,Maliniak,9999-01-01
414642,Bartek,Huttel,9999-01-01
414643,Flemming,Neiman,9999-01-01
414644,Janalee,Passino,1995-08-23
414645,Mingzeng,Boguraev,9999-01-01
414655,Constantino,Taubman,9999-01-01
414666,Fai,Alpay,1991-06-25
414666,Fai,Alpay,9999-01-01
414667,Vidya,Stavenow,9999-01-01
414670,Udi,Dulin,9999-01-01
414672,Pasqua,Marwedel,2002-02-01
414674,Guozhong,Stemann,9999-01-01
414678,Elrique,Malabarba,9999-01-01
414693,Richard,Shobatake,9999-01-01
414705,Shaz,Bernatsky,1991-09-24
414708,Gift,Wielonsky,9999-01-01
414721,Shigeu,Kieras,9999-01-01
414724,Phuoc,Bottner,9999-01-01
414727,Rimli,Weisert,9999-01-01
414735,Mitsuyuki,Rosen,9999-01-01
414739,Yuguang,Veldwijk,9999-01-01
414740,Mingsen,Snedden,9999-01-01
414741,Branimir,Hasham,9999-01-01
414750,Gaetan,Tyugu,9999-01-01
414759,Siamak,Oxman,9999-01-01
414765,Elgin,Ghazalie,9999-01-01
414765,Elgin,Ghazalie,1998-02-10
414770,Kwee,Oberman,9999-01-01
414771,Srinidhi,Gimarc,9999-01-01
414772,Fumiya,Raney,9999-01-01
414774,Haldon,Ginneken,1995-10-20
414774,Haldon,Ginneken,2000-09-25
414780,Xiaobin,Strehl,9999-01-01
414783,Yinlin,Matzel,1993-10-07
414783,Yinlin,Matzel,1994-10-09
414786,Guiseppe,Furedi,9999-01-01
414791,Junichi,Litzler,9999-01-01
414832,Gladys,Heping,1993-10-27
414841,Wuxu,Smeets,9999-01-01
414844,Genevieve,Stroustrup,9999-01-01
414847,Edwin,Kabayashi,9999-01-01
414868,Vincent,Felder,9999-01-01
414871,Chanjung,Glowinski,9999-01-01
414871,Chanjung,Glowinski,2000-07-15
414903,Jeanna,Iisaka,9999-01-01
414904,Miyeon,Ghalwash,9999-01-01
414911,Toshiki,Gimbel,9999-01-01
414917,Chikara,Delgrange,9999-01-01
414936,Heejo,Segond,2001-09-05
414940,Shahaf,Wossner,1994-03-25
414959,Tristan,Birta,9999-01-01
414962,Hilari,Denny,9999-01-01
414973,Fei,Gips,9999-01-01
414978,Sorina,Jiafu,9999-01-01
414993,Guiseppe,DasSarma,9999-01-01
414995,Pranas,Boyle,9999-01-01
415015,Anyuan,Pokrovskii,9999-01-01
415021,Gen,Merli,1996-05-22
415021,Gen,Merli,1999-01-04
415029,Masaki,Butner,9999-01-01
415030,Bouchung,Belinskaya,9999-01-01
415031,Jiang,Lakshmanan,9999-01-01
415031,Jiang,Lakshmanan,1990-05-07
415032,Sarita,Kropf,9999-01-01
415043,Zhenhua,Hopewell,9999-01-01
415055,Shim,Sherertz,9999-01-01
415073,Luerbio,Uehara,1993-08-18
415093,Shigeu,Juneja,9999-01-01
415100,Armond,Antonakopoulos,9999-01-01
